email,response
"Free Course Access Offer Get free access to our top-rated courses now! Don’t miss out. Regards, Course Team","{""classification"": ""No"", ""confidence"": 86}"
"Goods Dispatch Follow-Up Dear Supplier, Kindly provide an update on the dispatch for PO345678. Regards, Ajeet","{""classification"": ""Yes"", ""confidence"": 76}"
"Supplier Order Follow-Up Inquiry Dear Supplier, Kindly follow up on PO765432. Regards, Priya","{""classification"": ""Yes"", ""confidence"": 77}"
"Invoice Clarification Follow-Up Dear Supplier, Kindly clarify the discrepancy in invoice #123456. Regards, Shubham","{""classification"": ""No"", ""confidence"": 67}"
"Invoice Status Inquiry Kindly inquire about the status of invoice #345678. Regards, Anand","{""classification"": ""No"", ""confidence"": 67}"
"Goods Dispatch Confirmation Dear Supplier, Kindly confirm the dispatch status for PO876543. Regards, Aditi","{""classification"": ""Yes"", ""confidence"": 77}"
"Invoice Follow-Up Dear Supplier, Kindly follow up on invoice #987654. Regards, Radha","{""classification"": ""No"", ""confidence"": 67}"
"Supplier Query Dear Supplier, We have a query regarding the items delivered under PO987654. Kindly confirm the details. Regards, Ramesh","{""classification"": ""Yes"", ""confidence"": 68}"
"Supplier Order Status Follow-Up Dear Supplier, Kindly follow up on PO123456. Regards, Purva","{""classification"": ""Yes"", ""confidence"": 75}"
"Invoice Payment Request Dear Purva,Could you please arrange payment for invoice #567890? We would appreciate it.Best regards,Akshata","{""classification"": ""No"", ""confidence"": 67}"
"Invoice Status Update Dear Accounts, Can you please provide the status of invoice #1234 for payment processing? Regards, Vendor","{'classification': 'Yes', 'confidence': 75}"
"Goods Dispatch Follow-Up Dear Supplier, Kindly provide an update on the dispatch for PO112233. Regards, Ajeet","{""classification"": ""Yes"", ""confidence"": 74}"
"Vendor Payment Inquiry Dear Accounts, Can you confirm the payment status for Vendor X as of the last payment cycle? Regards, Procurement Team","{'classification': 'Yes', 'confidence': 79}"
"Invoice Clarification Follow-Up Dear Supplier, Kindly clarify the discrepancy on invoice #234567. Regards, Shraddha","{""classification"": ""No"", ""confidence"": 66}"
"Payment Status Clarification Request Dear Customer, Kindly clarify the payment status for invoice #123456. Regards, Ajeet","{""classification"": ""No"", ""confidence"": 64}"
"Payment Clarification Follow-Up Dear Customer, Kindly clarify the payment status for invoice #112233. Regards, Ramesh","{""classification"": ""No"", ""confidence"": 65}"
"Invoice Status Inquiry Follow-Up Dear Supplier, Kindly follow up on the status of invoice #123456. Regards, Shubham","{""classification"": ""No"", ""confidence"": 68}"
"Invoice Payment Request Dear Customer, Kindly settle the pending invoice payment by the due date. Regards, Shubham","{""classification"": ""No"", ""confidence"": 70}"
"Supplier Payment Status Follow-Up Dear Supplier, Kindly follow up on payment for invoice #654321. Regards, Akankha","{""classification"": ""No"", ""confidence"": 67}"
"Vendor Registration Update Dear Supplier, Kindly update the vendor registration form and send it back for our records. Regards, Procurement","{""classification"": ""Yes"", ""confidence"": 82}"
"Invoice Clarification Follow-Up Kindly clarify the invoice details for #987654. Regards, Anand","{""classification"": ""No"", ""confidence"": 67}"
"Leave Application Dear HR, I would like to request leave from work for personal reasons. Please approve. Regards, Employee","{'classification': 'No', 'confidence': 77}"
"Urgent Payment Reminder Dear Customer, Kindly note that the payment is overdue. Please process the payment immediately. Regards, Accounts Team","{'classification': 'No', 'confidence': 80}"
"Payment Status Update Request Dear Customer, Kindly provide an update on the payment for invoice #112233. Regards, Aditi","{""classification"": ""No"", ""confidence"": 66}"
"Follow-Up on Invoice Dear Anand,Just following up on the payment for invoice #987654. Kindly make the payment as soon as possible.Best regards,Sales Team","{""classification"": ""No"", ""confidence"": 67}"
"Supplier Payment Status Clarification Dear Supplier, Kindly clarify the payment status for invoice #876543. Regards, Meera","{""classification"": ""No"", ""confidence"": 67}"
"Training Session Feedback Dear Team, Kindly provide your feedback on the recent training session. Regards, HR Team","{'classification': 'No', 'confidence': 74}"
